u296,m20,5,884196921
u134,m286,3,891732334
u180,m462,5,877544218
u234,m612,3,892079140
u104,m117,2,888465972
u38,m758,1,892434626
u269,m845,1,891456255
u7,m163,4,891353444
u234,m1451,3,892078343
u275,m405,2,876197645
u52,m250,3,882922661
u102,m823,3,888801465
u13,m186,4,890704999
u178,m731,4,882827532
u236,m71,3,890116671
u256,m781,5,882165296
u263,m176,5,891299752
u244,m186,3,880605697
u279,m1181,4,875314001
u43,m815,4,883956189
u83,m78,2,880309089
u151,m197,5,879528710
u254,m436,2,886474216
u109,m631,3,880579371
u297,m716,3,875239422
u249,m188,4,879641067
u144,m699,4,888106106
u301,m604,4,882075994
u64,m392,3,889737542
u92,m501,2,875653665
u222,m97,4,878181739
u268,m436,3,875310745
u293,m135,5,888905550
u213,m173,5,878955442
u160,m460,2,876861185
u13,m498,4,882139901
u59,m715,5,888205921
u5,m17,4,875636198
u125,m163,5,879454956
u174,m315,5,886432749
u114,m505,3,881260203
u213,m515,4,878870518
u23,m196,2,874786926
u128,m15,4,879968827
u239,m56,4,889179478
u181,m279,1,878962955
u291,m80,4,875086354
u250,m238,4,878089963
u201,m649,3,884114275
u60,m60,5,883327734
u181,m325,2,878961814
u119,m407,3,887038665
u287,m1,5,875334088
u216,m228,3,880245642
u216,m531,4,880233810
u203,m471,4,880434463
u92,m587,3,875660408
u13,m892,3,882774224
u213,m176,4,878956338
u286,m288,5,875806672
u117,m1047,2,881009697
u99,m111,1,885678886
u11,m558,3,891904214
u65,m47,2,879216672
u295,m194,4,879517412
u269,m217,2,891451610
u85,m259,2,881705026
u250,m596,5,878089921
u137,m144,5,881433689
u201,m960,2,884112077
u257,m137,4,882049932
u111,m328,4,891679939
u91,m480,4,891438875
u215,m211,4,891436202
u181,m938,1,878961586
u189,m1060,5,893264301
u1,m20,4,887431883
u303,m404,4,879468375
u299,m305,3,879737314
u187,m210,4,879465242
u222,m278,2,877563913
u214,m568,4,892668197
u293,m770,3,888906655
u285,m191,4,890595859
u303,m252,3,879544791
u96,m156,4,884402860
u72,m1110,3,880037334
u115,m1067,4,881171009
u7,m430,3,891352178
u116,m350,3,886977926
u73,m480,4,888625753
u269,m246,5,891457067
u263,m419,5,891299514
u70,m431,3,884150257
u221,m475,4,875244204
u72,m182,5,880036515
u25,m357,4,885852757
u290,m50,5,880473582
u189,m526,4,893266205
u299,m303,3,877618584
u264,m294,3,886121516
u200,m365,5,884129962
u187,m135,4,879465653
u184,m187,4,889909024
u63,m289,2,875746985
u13,m229,4,882397650
u298,m486,3,884183063
u235,m185,4,889655435
u62,m712,4,879376178
u246,m94,2,884923505
u54,m742,5,880934806
u63,m762,3,875747688
u11,m732,3,891904596
u92,m168,4,875653723
u8,m550,3,879362356
u307,m174,4,879283480
u303,m200,4,879468459
u256,m849,2,882164603
u72,m54,3,880036854
u164,m406,2,889402389
u117,m150,4,880125101
u224,m77,4,888103872
u193,m869,3,889127811
u94,m184,2,891720862
u281,m338,2,881200457
u130,m109,3,874953794
u128,m371,1,879966954
u94,m720,1,891723593
u182,m845,3,885613067
u129,m873,1,883245452
u254,m229,4,886474580
u64,m381,4,879365491
u151,m176,2,879524293
u45,m25,4,881014015
u193,m879,3,889123257
u276,m922,4,889174849
u276,m57,3,874787526
u234,m187,4,892079140
u181,m306,1,878962006
u21,m370,1,874951293
u293,m249,3,888905229
u264,m721,5,886123656
u10,m611,5,877886722
u197,m346,3,891409070
u276,m142,3,874792945
u308,m427,4,887736584
u221,m943,4,875246759
u131,m126,4,883681514
u268,m824,2,876518557
u109,m8,3,880572642
u198,m58,3,884208173
u230,m680,4,880484286
u181,m741,1,878962918
u192,m1061,4,881368891
u234,m448,3,892335501
u90,m900,4,891382309
u193,m941,4,889124890
u128,m603,5,879966839
u126,m905,2,887855283
u244,m265,4,880606634
u90,m289,3,891382310
u157,m25,3,886890787
u305,m71,3,886323684
u119,m382,5,874781742
u21,m222,2,874951382
u231,m181,4,888605273
u280,m508,3,891700453
u288,m132,3,886374129
u279,m1497,2,890780576
u301,m33,4,882078228
u72,m699,3,880036783
u90,m259,2,891382392
u308,m55,3,887738760
u59,m742,3,888203053
u94,m744,4,891721462
u130,m642,4,875216933
u26,m1015,3,891352136
u56,m121,5,892679480
u82,m508,2,884714249
u62,m12,4,879373613
u276,m40,3,874791871
u181,m1015,1,878963121
u152,m301,3,880147407
u178,m845,4,882824291
u217,m597,4,889070087
u79,m303,4,891271203
u138,m484,4,879024127
u308,m81,5,887737293
u75,m284,2,884050393
u269,m198,4,891447062
u307,m94,3,877122695
u222,m781,3,881059677
u121,m740,3,891390544
u269,m22,1,891448072
u13,m864,4,882141924
u230,m742,5,880485043
u269,m507,4,891448800
u239,m1099,5,889179253
u245,m1028,5,888513447
u56,m546,3,892679460
u295,m961,5,879519556
u271,m1028,2,885848102
u222,m812,2,881059117
u69,m240,3,882126156
u10,m7,4,877892210
u22,m376,3,878887112
u294,m931,3,889242857
u82,m717,1,884714492
u279,m399,4,875313859
u269,m234,1,891449406
u6,m98,5,883600680
u243,m1039,4,879988184
u298,m181,4,884125629
u282,m325,1,881703044
u78,m323,1,879633567
u118,m200,5,875384647
u283,m1114,5,879297545
u171,m292,4,891034835
u70,m217,4,884151119
u10,m100,5,877891747
u245,m181,4,888513664
u107,m333,3,891264267
u246,m561,1,884923445
u13,m901,1,883670672
u276,m70,4,874790826
u244,m17,2,880607205
u189,m56,5,893265263
u226,m242,5,883888671
u62,m1016,4,879373008
u276,m417,4,874792907
u214,m478,4,891544052
u306,m235,4,876504354
u222,m26,3,878183043
u280,m631,5,891700751
u60,m430,5,883326122
u56,m71,4,892683275
u42,m274,5,881105817
u1,m202,5,875072442
u13,m809,4,882397582
u173,m289,4,877556988
u15,m749,1,879455311
u185,m23,4,883524249
u280,m540,3,891702304
u244,m381,4,880604077
u150,m293,4,878746946
u7,m497,4,891352134
u178,m317,4,882826915
u178,m742,3,882823833
u95,m1217,3,880572658
u234,m1462,3,892333865
u97,m222,5,884238887
u109,m127,2,880563471
u117,m268,5,880124306
u269,m705,2,891448850
u130,m1246,3,876252497
u264,m655,4,886123530
u207,m13,3,875506839
u42,m588,5,881108147
u246,m409,2,884923372
u87,m367,4,879876702
u101,m304,3,877135677
u256,m127,4,882164406
u92,m794,3,875654798
u181,m762,2,878963418
u213,m235,1,878955115
u92,m739,2,876175582
u292,m661,5,881105561
u246,m665,4,884922831
u274,m845,5,878945579
u188,m692,5,875072583
u18,m86,4,880129731
u5,m439,1,878844423
u236,m632,3,890116254
u193,m407,4,889127921
u144,m709,4,888105940
u90,m1198,5,891383866
u48,m609,4,879434819
u5,m225,2,875635723
u22,m128,5,878887983
u311,m432,4,884365485
u8,m22,5,879362183
u276,m188,4,874792547
u222,m173,5,878183043
u72,m866,4,880035887
u299,m134,4,878192311
u1,m171,5,889751711
u308,m295,3,887741461
u165,m216,4,879525778
u222,m49,3,878183512
u181,m121,4,878962623
u200,m11,5,884129542
u234,m626,4,892336358
u244,m707,4,880606243
u90,m25,5,891384789
u208,m216,5,883108324
u263,m96,4,891298336
u134,m323,4,891732335
u279,m586,4,892864663
u2,m292,4,888550774
u288,m593,2,886892127
u49,m302,4,888065432
u286,m153,5,877531406
u205,m304,3,888284313
u22,m80,4,878887227
u234,m318,4,892078890
u223,m328,3,891548959
u15,m25,3,879456204
u268,m147,4,876514002
u94,m1220,3,891722678
u274,m405,4,878945840
u7,m492,5,891352010
u268,m217,2,875744501
u16,m55,5,877717956
u164,m620,3,889402298
u290,m161,4,880474293
u92,m515,4,875640800
u239,m1070,5,889179032
u56,m449,5,892679308
u248,m234,4,884534968
u234,m10,3,891227851
u280,m1049,2,891702486
u308,m187,5,887738760
u276,m64,5,874787441
u192,m948,3,881368302
u122,m509,4,879270511
u85,m588,3,880838306
u262,m931,2,879790874
u201,m272,3,886013700
u181,m870,2,878962623
u295,m739,4,879518319
u263,m568,4,891299387
u295,m39,4,879518279
u201,m1100,4,884112800
u93,m820,3,888705966
u159,m1028,5,880557539
u158,m665,2,880134532
u293,m423,3,888906070
u82,m597,3,878768882
u276,m181,5,874786488
u13,m823,5,882397833
u217,m2,3,889069782
u83,m660,4,880308256
u189,m20,5,893264466
u222,m796,4,878183684
u146,m1022,5,891458193
u267,m121,3,878970681
u126,m294,3,887855087
u181,m1060,1,878962675
u125,m80,4,892838865
u43,m120,4,884029430
u13,m780,1,882142057
u253,m259,2,891628883
u42,m44,3,881108548
u77,m518,4,884753202
u291,m686,5,874835165
u268,m21,3,875742822
u262,m28,3,879792220
u234,m81,3,892334680
u29,m245,3,882820803
u236,m57,5,890116575
u158,m729,3,880133116
u156,m661,4,888185947
u232,m52,5,888550130
u168,m866,5,884287927
u37,m288,4,880915258
u141,m245,3,884584426
u235,m230,4,889655162
u102,m70,3,888803537
u77,m172,3,884752562
u90,m506,5,891383319
u186,m566,5,879023663
u44,m660,5,878347915
u118,m774,5,875385198
u7,m661,5,891351624
u49,m1003,2,888068651
u62,m68,1,879374969
u42,m1028,4,881106072
u178,m433,4,882827834
u85,m51,2,879454782
u77,m474,5,884732407
u58,m1099,2,892243079
u56,m1047,4,892911290
u197,m688,1,891409564
u286,m99,4,878141681
u90,m258,3,891382121
u181,m1288,1,878962349
u295,m190,4,879517062
u224,m69,4,888082495
u272,m317,4,879454977
u221,m1010,3,875246662
u66,m877,1,883601089
u207,m318,5,877124871
u234,m487,3,892079237
u7,m648,5,891351653
u87,m82,5,879875774
u195,m1052,1,877835102
u44,m449,5,883613334
u306,m287,4,876504442
u194,m172,3,879521474
u94,m62,3,891722933
u167,m659,4,892738277
u108,m100,4,879879720
u230,m304,5,880484286
u181,m927,1,878962675
u54,m302,4,880928519
u90,m22,4,891384357
u181,m696,2,878962997
u286,m357,4,877531537
u14,m269,4,892242403
u311,m179,2,884365357
u92,m121,5,875640679
u21,m440,1,874951798
u244,m550,1,880602264
u181,m405,4,878962919
u65,m806,4,879216529
u37,m540,2,880916070
u44,m443,5,878348289
u244,m183,4,880606043
u1,m265,4,878542441
u270,m25,5,876954456
u299,m387,2,889502756
u94,m572,3,891723883
u286,m746,4,877533058
u239,m272,5,889181247
u216,m55,5,880245145
u254,m121,3,886472369
u62,m665,2,879376483
u178,m385,4,882826982
u194,m23,4,879522819
u268,m955,3,875745160
u188,m143,5,875072674
u276,m294,4,874786366
u158,m1098,4,880135069
u207,m845,3,881681663
u161,m48,1,891170745
u305,m654,4,886323937
u47,m324,3,879439078
u64,m736,4,889739212
u191,m751,3,891560753
u7,m378,5,891353011
u59,m92,5,888204997
u69,m268,5,882027109
u10,m461,3,877888944
u21,m129,4,874951382
u58,m9,4,884304328
u194,m152,3,879549996
u7,m200,5,891353543
u113,m126,5,875076827
u173,m328,5,877557028
u95,m233,4,879196354
u16,m194,5,877720733
u59,m323,4,888206809
u311,m654,3,884365075
u292,m589,4,881105516
u43,m203,4,883955224
u79,m50,4,891271545
u235,m70,5,889655619
u125,m190,5,892836309
u284,m322,3,885329671
u303,m161,5,879468547
u254,m378,3,886474396
u255,m1034,1,883217030
u104,m301,2,888442275
u90,m923,5,891383912
u6,m463,4,883601713
u279,m122,1,875297433
u286,m298,4,875807004
u222,m448,3,878183565
u297,m57,5,875239383
u42,m625,3,881108873
u130,m1217,4,875801778
u254,m357,3,886472466
u109,m475,1,880563641
u230,m1444,2,880485726
u244,m310,3,880601905
u6,m301,2,883600406
u36,m748,4,882157285
u256,m443,3,882164727
u102,m515,1,888801316
u104,m285,4,888465201
u21,m447,5,874951695
u111,m301,4,891680028
u18,m408,5,880129628
u25,m222,4,885852817
u110,m944,3,886989501
u270,m98,5,876955868
u68,m237,5,876974133
u83,m215,4,880307940
u6,m258,2,883268278
u89,m216,5,879459859
u128,m317,4,879968029
u305,m512,4,886323525
u184,m412,2,889912691
u286,m175,5,877532470
u279,m1428,3,888465209
u256,m86,5,882165103
u221,m48,5,875245462
u140,m332,3,879013617
u190,m977,2,891042938
u11,m227,3,891905896
u201,m203,5,884114471
u150,m181,5,878746685
u126,m245,3,887854726
u20,m208,2,879669401
u144,m742,4,888104122
u181,m930,1,878963275
u109,m566,4,880578814
u85,m1065,3,879455021
u213,m133,3,878955973
u222,m379,1,878184290
u223,m11,3,891550649
u215,m421,4,891435704
u218,m208,3,877488366
u174,m937,5,886432989
u275,m186,3,880314383
u68,m742,1,876974198
u268,m583,4,876513830
u160,m462,4,876858346
u195,m273,4,878019342
u224,m178,4,888082468
u5,m110,1,875636493
u99,m1016,5,885678724
u2,m251,5,888552084
u292,m9,4,881104148
u72,m568,4,880037203
u85,m228,3,882813248
u83,m281,5,880307072
u92,m831,2,886443708
u7,m543,3,891351772
u87,m401,2,879876813
u287,m926,4,875334340
u1,m155,2,878542201
u234,m632,2,892079538
u222,m53,5,878184113
u24,m64,5,875322758
u7,m554,3,891354639
u82,m56,3,878769410
u161,m318,3,891170824
u196,m393,4,881251863
u56,m91,4,892683275
u82,m477,3,876311344
u7,m472,2,891353357
u256,m761,4,882164644
u226,m56,4,883889102
u279,m741,5,875296891
u308,m1286,3,887738151
u16,m8,5,877722736
u180,m202,3,877128388
u203,m93,4,880434940
u145,m56,5,875271896
u288,m305,4,886372527
u84,m742,3,883450643
u44,m644,3,878347818
u17,m13,3,885272654
u313,m117,4,891015319
u148,m1,4,877019411
u197,m347,4,891409070
u21,m164,5,874951695
u279,m982,3,875298314
u239,m491,5,889181015
u185,m287,5,883526288
u297,m89,4,875239125
u303,m68,4,879467361
u186,m250,1,879023607
u73,m206,3,888625754
u104,m756,2,888465739
u94,m216,3,885870665
u239,m194,5,889178833
u197,m511,5,891409839
u280,m1,4,891700426
u1,m117,3,874965739
u224,m583,1,888103729
u303,m397,1,879543831
u60,m162,4,883327734
u198,m258,4,884204501
u239,m513,5,889178887
u6,m69,3,883601277
u233,m375,4,876374419
u85,m642,4,882995615
u110,m38,3,886988574
u184,m522,3,889908462
u99,m873,1,885678436
u13,m418,2,882398763
u201,m518,4,884112201
u13,m858,1,882397068
u214,m131,3,891544465
u296,m228,4,884197264
u222,m87,3,878182589
u279,m725,4,875314144
u217,m182,2,889070109
u85,m433,3,879828720
u239,m234,3,889178762
u13,m72,4,882141727
u194,m77,3,879527421
u208,m663,5,883108476
u109,m178,3,880572950
u230,m172,4,880484523
u59,m485,2,888204466
u313,m478,3,891014373
u70,m1133,3,884151344
u62,m182,5,879375169
u198,m234,3,884207833
u65,m125,4,879217509
u174,m660,5,886514261
u90,m12,5,891383241
u130,m1248,3,880396702
u100,m354,2,891375260
u283,m432,5,879297965
u275,m418,3,875154718
u311,m98,5,884364502
u195,m751,4,883295500
u130,m105,4,876251160
u269,m252,1,891456350
u286,m73,5,877532965
u7,m623,3,891354217
u56,m222,5,892679439
u210,m204,5,887730676
u239,m9,5,889180446
u96,m87,4,884403531
u297,m73,2,875239691
u249,m239,3,879572284
u94,m860,2,891723706
u84,m121,4,883452307
u275,m265,4,880314031
u135,m1046,3,879858003
u291,m1178,4,875086354
u125,m382,1,892836623
u70,m399,4,884068521
u311,m9,4,884963365
u301,m523,4,882076146
u152,m685,5,880149074
u244,m172,4,880605665
u275,m1091,2,875154535
u53,m281,4,879443288
u198,m118,2,884206513
u244,m790,4,880608037
u26,m125,4,891371676
u151,m13,3,879542688
u124,m496,1,890286933
u24,m191,5,875323003
u271,m65,3,885849419
u307,m634,3,879283385
u294,m1245,3,877819265
u234,m241,2,892335042
u25,m501,3,885852301
u293,m137,3,888904653
u201,m432,3,884111312
u75,m240,1,884050661
u13,m181,5,882140354
u207,m68,2,877125350
u2,m50,5,888552084
u313,m566,4,891016220
u144,m125,4,888104191
u188,m443,4,875074329
u276,m324,4,874786419
u145,m974,1,882182634
u72,m234,4,880037418
u83,m385,4,887665549
u181,m619,3,878963086
u109,m402,4,880581344
u207,m107,3,876198301
u185,m216,4,883526268
u14,m213,5,890881557
u149,m319,2,883512658
u57,m79,5,883698495
u230,m963,5,880484370
u176,m875,4,886047442
u253,m97,4,891628501
u284,m269,4,885328991
u106,m526,4,881452685
u121,m180,3,891388286
u62,m86,2,879374640
u291,m418,4,875086920
u84,m1033,4,883452711
u293,m380,2,888907527
u207,m58,3,875991047
u194,m187,4,879520813
u109,m97,3,880578711
u283,m845,4,879297442
u297,m275,5,874954260
u181,m334,1,878961749
u78,m255,4,879633745
u11,m425,4,891904300
u308,m59,4,887737647
u193,m1078,4,889126943
u297,m234,3,875239018
u87,m585,4,879877008
u250,m204,2,878091682
u8,m50,5,879362124
u186,m148,4,891719774
u312,m692,4,891699426
u91,m683,3,891438351
u5,m454,1,875721432
u291,m376,3,875086534
u175,m127,5,877107640
u145,m737,2,875272833
u7,m644,5,891351685
u276,m419,5,874792907
u83,m210,5,880307751
u102,m524,3,888803537
u153,m174,1,881371140
u62,m302,3,879371909
u49,m995,3,888065577
u268,m298,3,875742647
u207,m554,2,877822854
u313,m616,5,891015049
u286,m44,3,877532173
u279,m168,5,875296435
u276,m474,5,889174904
u62,m59,4,879373821
u254,m219,1,886475980
u83,m97,4,880308690
u63,m100,5,875747319
u16,m178,5,877719333
u297,m233,2,875239914
u90,m945,5,891383866
u85,m25,2,879452769
u42,m98,4,881106711
u303,m393,4,879484981
u274,m50,5,878944679
u104,m299,3,888442436
u94,m792,4,885873006
u184,m98,4,889908539
u293,m708,3,888907527
u248,m589,4,884534968
u18,m950,3,880130764
u217,m27,1,889070011
u200,m892,4,884127082
u201,m148,1,884140751
u296,m222,5,884196640
u7,m662,3,892133739
u196,m381,4,881251728
u69,m427,3,882145465
u72,m196,4,880036747
u256,m472,4,882152471
u128,m182,4,879967225
u151,m747,3,879524564
u7,m171,3,891351287
u286,m85,5,877533224
u172,m220,4,875537441
u308,m516,4,887736743
u190,m974,2,891625949
u82,m756,1,878768741
u308,m436,4,887739257
u59,m235,1,888203658
u64,m1063,3,889739539
u145,m756,2,885557506
u220,m298,4,881198966
u21,m324,4,874950889
u285,m269,4,890595313
u207,m65,3,878104594
u198,m658,3,884208173
u220,m333,3,881197771
u210,m70,4,887730589
u181,m14,1,878962392
u158,m128,2,880134296
u143,m682,3,888407741
